user_id,product_id,timestamp
user_64,prod_35,2026-07-06T04:13:00Z
user_73,prod_18,2026-07-06T04:14:00Z
user_113,prod_22,2026-07-06T04:21:00Z
user_109,prod_8,2026-07-06T04:23:00Z
user_106,prod_12,2026-07-06T04:24:00Z
user_115,prod_26,2026-07-06T04:24:00Z
user_143,prod_40,2026-07-06T04:28:00Z
user_115,prod_2,2026-07-06T04:29:00Z
user_98,prod_32,2026-07-06T04:34:00Z
user_144,prod_35,2026-07-06T04:37:00Z
user_36,prod_3,2026-07-06T04:40:00Z
user_73,prod_10,2026-07-06T04:41:00Z
user_55,prod_15,2026-07-06T04:41:00Z
user_108,prod_33,2026-07-06T04:46:00Z
user_51,prod_2,2026-07-06T04:52:00Z
user_31,prod_12,2026-07-06T04:53:00Z
user_74,prod_39,2026-07-06T04:54:00Z
user_61,prod_46,2026-07-06T04:54:00Z
user_77,prod_49,2026-07-06T04:55:00Z
user_31,prod_18,2026-07-06T04:56:00Z
user_61,prod_7,2026-07-06T04:59:00Z
user_124,prod_42,2026-07-06T05:02:00Z
user_130,prod_25,2026-07-06T05:02:00Z
user_97,prod_30,2026-07-06T05:05:00Z
user_63,prod_14,2026-07-06T05:06:00Z
user_147,prod_39,2026-07-06T05:07:00Z
user_91,prod_33,2026-07-06T05:08:00Z
user_48,prod_31,2026-07-06T05:13:00Z
user_35,prod_39,2026-07-06T05:14:00Z
user_107,prod_25,2026-07-06T05:15:00Z
user_126,prod_47,2026-07-06T05:16:00Z
user_95,prod_14,2026-07-06T05:16:00Z
user_41,prod_4,2026-07-06T05:18:00Z
user_89,prod_22,2026-07-06T05:22:00Z
user_145,prod_20,2026-07-06T05:22:00Z
user_55,prod_49,2026-07-06T05:26:00Z
user_41,prod_49,2026-07-06T05:28:00Z
user_98,prod_27,2026-07-06T05:31:00Z
user_50,prod_20,2026-07-06T05:37:00Z
user_129,prod_40,2026-07-06T05:39:00Z
user_59,prod_22,2026-07-06T05:44:00Z
user_105,prod_31,2026-07-06T05:49:00Z
user_95,prod_42,2026-07-06T05:53:00Z
user_79,prod_21,2026-07-06T05:54:00Z
user_63,prod_13,2026-07-06T05:55:00Z
user_65,prod_2,2026-07-06T06:09:00Z
user_77,prod_20,2026-07-06T06:09:00Z
user_45,prod_2,2026-07-06T06:21:00Z
user_113,prod_17,2026-07-06T06:21:00Z
user_104,prod_27,2026-07-06T06:23:00Z
user_109,prod_31,2026-07-06T06:33:00Z
user_117,prod_49,2026-07-06T06:35:00Z
user_70,prod_31,2026-07-06T06:37:00Z
user_119,prod_32,2026-07-06T06:49:00Z
user_92,prod_30,2026-07-06T06:57:00Z
user_129,prod_19,2026-07-06T07:04:00Z
user_64,prod_42,2026-07-06T07:11:00Z
user_57,prod_20,2026-07-06T07:12:00Z
user_42,prod_43,2026-07-06T07:14:00Z
user_143,prod_36,2026-07-06T07:20:00Z
user_57,prod_38,2026-07-06T07:22:00Z
user_119,prod_24,2026-07-06T07:24:00Z
user_133,prod_43,2026-07-06T07:27:00Z
user_109,prod_15,2026-07-06T07:28:00Z
user_88,prod_33,2026-07-06T07:33:00Z
user_148,prod_40,2026-07-06T07:33:00Z
user_115,prod_31,2026-07-06T07:39:00Z
user_51,prod_21,2026-07-06T07:41:00Z
user_116,prod_34,2026-07-06T07:42:00Z
user_86,prod_29,2026-07-06T07:47:00Z
user_99,prod_46,2026-07-06T07:51:00Z
user_45,prod_7,2026-07-06T08:00:00Z
user_64,prod_25,2026-07-06T08:02:00Z
user_95,prod_24,2026-07-06T08:02:00Z
user_87,prod_29,2026-07-06T08:03:00Z
user_47,prod_5,2026-07-06T08:03:00Z
user_56,prod_9,2026-07-06T08:04:00Z
user_130,prod_19,2026-07-06T08:06:00Z
user_32,prod_23,2026-07-06T08:07:00Z
user_60,prod_35,2026-07-06T08:09:00Z
user_109,prod_23,2026-07-06T08:12:00Z
user_95,prod_30,2026-07-06T08:13:00Z
user_136,prod_44,2026-07-06T08:16:00Z
user_114,prod_18,2026-07-06T08:31:00Z
user_47,prod_35,2026-07-06T08:33:00Z
user_139,prod_6,2026-07-06T08:33:00Z
user_129,prod_9,2026-07-06T08:43:00Z
user_126,prod_44,2026-07-06T08:56:00Z
user_113,prod_45,2026-07-06T09:01:00Z
user_86,prod_9,2026-07-06T09:01:00Z
user_88,prod_49,2026-07-06T09:06:00Z
user_87,prod_27,2026-07-06T09:19:00Z
user_102,prod_47,2026-07-06T09:20:00Z
user_38,prod_26,2026-07-06T09:25:00Z
user_45,prod_49,2026-07-06T09:30:00Z
user_37,prod_4,2026-07-06T09:36:00Z
user_87,prod_30,2026-07-06T09:37:00Z
user_75,prod_34,2026-07-06T09:41:00Z
user_117,prod_25,2026-07-06T09:41:00Z
user_44,prod_22,2026-07-06T09:42:00Z
user_139,prod_8,2026-07-06T09:43:00Z
user_58,prod_40,2026-07-06T09:44:00Z
user_117,prod_31,2026-07-06T09:45:00Z
user_114,prod_13,2026-07-06T09:48:00Z
user_54,prod_48,2026-07-06T09:52:00Z
user_129,prod_10,2026-07-06T09:54:00Z
user_101,prod_35,2026-07-06T09:54:00Z
user_107,prod_34,2026-07-06T10:03:00Z
user_50,prod_5,2026-07-06T10:05:00Z
user_69,prod_15,2026-07-06T10:09:00Z
user_68,prod_42,2026-07-06T10:18:00Z
user_98,prod_43,2026-07-06T10:31:00Z
user_65,prod_45,2026-07-06T10:32:00Z
user_118,prod_33,2026-07-06T10:36:00Z
user_67,prod_39,2026-07-06T10:39:00Z
user_71,prod_28,2026-07-06T10:40:00Z
user_104,prod_47,2026-07-06T10:40:00Z
user_148,prod_5,2026-07-06T10:41:00Z
user_77,prod_26,2026-07-06T10:43:00Z
user_141,prod_41,2026-07-06T10:47:00Z
user_59,prod_2,2026-07-06T10:52:00Z
user_72,prod_40,2026-07-06T10:52:00Z
user_71,prod_46,2026-07-06T10:53:00Z
user_42,prod_44,2026-07-06T10:54:00Z
user_146,prod_6,2026-07-06T10:59:00Z
user_112,prod_40,2026-07-06T11:01:00Z
user_78,prod_20,2026-07-06T11:04:00Z
user_82,prod_2,2026-07-06T11:05:00Z
user_57,prod_36,2026-07-06T11:05:00Z
user_62,prod_11,2026-07-06T11:10:00Z
user_110,prod_36,2026-07-06T11:11:00Z
user_135,prod_15,2026-07-06T11:12:00Z
user_43,prod_27,2026-07-06T11:16:00Z
user_125,prod_49,2026-07-06T11:20:00Z
user_33,prod_4,2026-07-06T11:23:00Z
user_35,prod_43,2026-07-06T11:29:00Z
user_32,prod_48,2026-07-06T11:30:00Z
user_145,prod_25,2026-07-06T11:34:00Z
user_81,prod_20,2026-07-06T11:35:00Z
user_89,prod_35,2026-07-06T11:41:00Z
user_118,prod_34,2026-07-06T11:45:00Z
user_76,prod_5,2026-07-06T11:46:00Z
user_145,prod_26,2026-07-06T11:46:00Z
user_71,prod_31,2026-07-06T11:54:00Z
user_115,prod_10,2026-07-06T11:56:00Z
user_139,prod_7,2026-07-06T11:57:00Z
user_148,prod_22,2026-07-06T11:58:00Z
user_55,prod_23,2026-07-06T11:59:00Z
user_48,prod_3,2026-07-06T12:01:00Z
user_58,prod_38,2026-07-06T12:02:00Z
user_46,prod_27,2026-07-06T12:04:00Z
user_55,prod_19,2026-07-06T12:11:00Z
user_146,prod_42,2026-07-06T12:14:00Z
user_64,prod_42,2026-07-06T12:16:00Z
user_112,prod_12,2026-07-06T12:20:00Z
user_137,prod_45,2026-07-06T12:21:00Z
user_91,prod_29,2026-07-06T12:21:00Z
user_109,prod_11,2026-07-06T12:25:00Z
user_139,prod_36,2026-07-06T12:29:00Z
user_130,prod_42,2026-07-06T12:30:00Z
user_148,prod_19,2026-07-06T12:32:00Z
user_139,prod_36,2026-07-06T12:32:00Z
user_47,prod_49,2026-07-06T12:38:00Z
user_117,prod_29,2026-07-06T12:39:00Z
user_80,prod_30,2026-07-06T12:39:00Z
user_113,prod_31,2026-07-06T12:40:00Z
user_126,prod_48,2026-07-06T12:43:00Z
user_43,prod_26,2026-07-06T12:44:00Z
user_116,prod_17,2026-07-06T12:46:00Z
user_80,prod_6,2026-07-06T12:47:00Z
user_70,prod_36,2026-07-06T12:51:00Z
user_117,prod_35,2026-07-06T12:57:00Z
user_53,prod_9,2026-07-06T12:58:00Z
user_122,prod_21,2026-07-06T13:00:00Z
user_37,prod_19,2026-07-06T13:06:00Z
user_107,prod_33,2026-07-06T13:07:00Z
user_67,prod_5,2026-07-06T13:11:00Z
user_36,prod_41,2026-07-06T13:12:00Z
user_94,prod_34,2026-07-06T13:12:00Z
user_78,prod_19,2026-07-06T13:13:00Z
user_33,prod_6,2026-07-06T13:25:00Z
user_36,prod_15,2026-07-06T13:29:00Z
user_84,prod_4,2026-07-06T13:31:00Z
user_39,prod_20,2026-07-06T13:35:00Z
user_124,prod_23,2026-07-06T13:36:00Z
user_77,prod_3,2026-07-06T13:40:00Z
user_103,prod_43,2026-07-06T13:40:00Z
user_124,prod_24,2026-07-06T13:45:00Z
user_70,prod_11,2026-07-06T13:50:00Z
user_116,prod_41,2026-07-06T13:51:00Z
user_101,prod_11,2026-07-06T13:53:00Z
user_69,prod_42,2026-07-06T13:56:00Z
user_98,prod_27,2026-07-06T13:58:00Z
user_51,prod_29,2026-07-06T14:11:00Z
user_129,prod_37,2026-07-06T14:13:00Z
user_147,prod_12,2026-07-06T14:15:00Z
user_141,prod_40,2026-07-06T14:16:00Z
user_87,prod_21,2026-07-06T14:17:00Z
user_58,prod_25,2026-07-06T14:19:00Z
user_47,prod_48,2026-07-06T14:22:00Z
user_142,prod_43,2026-07-06T14:26:00Z
user_113,prod_43,2026-07-06T14:27:00Z
user_65,prod_6,2026-07-06T14:29:00Z
user_108,prod_46,2026-07-06T14:32:00Z
user_92,prod_26,2026-07-06T14:33:00Z
user_145,prod_26,2026-07-06T14:35:00Z
user_104,prod_15,2026-07-06T14:38:00Z
user_45,prod_23,2026-07-06T14:40:00Z
user_31,prod_32,2026-07-06T14:41:00Z
user_133,prod_24,2026-07-06T14:54:00Z
user_36,prod_16,2026-07-06T14:56:00Z
user_144,prod_26,2026-07-06T15:00:00Z
user_52,prod_45,2026-07-06T15:09:00Z
user_123,prod_16,2026-07-06T15:09:00Z
user_88,prod_12,2026-07-06T15:11:00Z
user_68,prod_20,2026-07-06T15:13:00Z
user_64,prod_17,2026-07-06T15:13:00Z
user_109,prod_19,2026-07-06T15:19:00Z
user_128,prod_38,2026-07-06T15:19:00Z
user_46,prod_18,2026-07-06T15:20:00Z
user_147,prod_15,2026-07-06T15:23:00Z
user_82,prod_20,2026-07-06T15:28:00Z
user_83,prod_22,2026-07-06T15:28:00Z
user_55,prod_8,2026-07-06T15:31:00Z
user_132,prod_40,2026-07-06T15:36:00Z
user_97,prod_20,2026-07-06T15:38:00Z
user_73,prod_11,2026-07-06T15:39:00Z
user_86,prod_2,2026-07-06T15:41:00Z
user_52,prod_40,2026-07-06T15:42:00Z
user_40,prod_20,2026-07-06T15:45:00Z
user_53,prod_44,2026-07-06T15:51:00Z
user_116,prod_8,2026-07-06T15:53:00Z
user_40,prod_29,2026-07-06T15:54:00Z
user_71,prod_16,2026-07-06T15:55:00Z
user_94,prod_33,2026-07-06T15:56:00Z
user_139,prod_33,2026-07-06T15:58:00Z
user_120,prod_9,2026-07-06T16:00:00Z
user_33,prod_25,2026-07-06T16:02:00Z
user_130,prod_40,2026-07-06T16:05:00Z
user_35,prod_19,2026-07-06T16:07:00Z
user_81,prod_35,2026-07-06T16:09:00Z
user_122,prod_22,2026-07-06T16:10:00Z
user_50,prod_44,2026-07-06T16:11:00Z
user_54,prod_9,2026-07-06T16:17:00Z
user_114,prod_31,2026-07-06T16:17:00Z
user_122,prod_47,2026-07-06T16:20:00Z
user_63,prod_48,2026-07-06T16:21:00Z
user_58,prod_22,2026-07-06T16:35:00Z
user_117,prod_38,2026-07-06T16:36:00Z
user_119,prod_46,2026-07-06T16:41:00Z
user_118,prod_7,2026-07-06T16:44:00Z
user_35,prod_20,2026-07-06T16:48:00Z
user_138,prod_26,2026-07-06T16:54:00Z
user_94,prod_20,2026-07-06T16:58:00Z
user_39,prod_8,2026-07-06T17:03:00Z
user_57,prod_27,2026-07-06T17:07:00Z
user_130,prod_25,2026-07-06T17:09:00Z
user_98,prod_35,2026-07-06T17:19:00Z
user_38,prod_23,2026-07-06T17:19:00Z
user_139,prod_7,2026-07-06T17:19:00Z
user_56,prod_39,2026-07-06T17:22:00Z
user_74,prod_33,2026-07-06T17:23:00Z
user_45,prod_34,2026-07-06T17:24:00Z
user_58,prod_49,2026-07-06T17:29:00Z
user_65,prod_29,2026-07-06T17:31:00Z
user_71,prod_20,2026-07-06T17:35:00Z
user_101,prod_7,2026-07-06T17:36:00Z
user_137,prod_8,2026-07-06T17:41:00Z
user_121,prod_9,2026-07-06T17:42:00Z
user_94,prod_24,2026-07-06T17:43:00Z
user_87,prod_34,2026-07-06T17:50:00Z
user_115,prod_31,2026-07-06T17:56:00Z
user_129,prod_35,2026-07-06T17:58:00Z
user_104,prod_9,2026-07-06T18:04:00Z
user_34,prod_6,2026-07-06T18:06:00Z
user_69,prod_40,2026-07-06T18:12:00Z
user_104,prod_15,2026-07-06T18:15:00Z
user_101,prod_31,2026-07-06T18:20:00Z
user_58,prod_13,2026-07-06T18:23:00Z
user_89,prod_42,2026-07-06T18:32:00Z
user_118,prod_24,2026-07-06T18:35:00Z
user_136,prod_12,2026-07-06T18:37:00Z
user_94,prod_41,2026-07-06T18:37:00Z
user_112,prod_38,2026-07-06T18:43:00Z
user_95,prod_29,2026-07-06T18:46:00Z
user_56,prod_41,2026-07-06T18:48:00Z
user_78,prod_30,2026-07-06T18:49:00Z
user_55,prod_24,2026-07-06T18:53:00Z
user_131,prod_33,2026-07-06T18:54:00Z
user_57,prod_5,2026-07-06T18:55:00Z
user_90,prod_38,2026-07-06T18:55:00Z
user_134,prod_9,2026-07-06T18:59:00Z
user_132,prod_22,2026-07-06T19:02:00Z
user_73,prod_7,2026-07-06T19:02:00Z
user_62,prod_18,2026-07-06T19:02:00Z
user_37,prod_37,2026-07-06T19:10:00Z
user_38,prod_38,2026-07-06T19:10:00Z
user_99,prod_32,2026-07-06T19:12:00Z
user_94,prod_30,2026-07-06T19:14:00Z
user_62,prod_9,2026-07-06T19:16:00Z
user_77,prod_25,2026-07-06T19:21:00Z
user_132,prod_19,2026-07-06T19:22:00Z
user_78,prod_44,2026-07-06T19:28:00Z
user_77,prod_36,2026-07-06T19:32:00Z
user_104,prod_28,2026-07-06T19:34:00Z
user_67,prod_8,2026-07-06T19:34:00Z
user_111,prod_33,2026-07-06T19:37:00Z
user_36,prod_42,2026-07-06T19:41:00Z
user_131,prod_38,2026-07-06T19:42:00Z
user_76,prod_7,2026-07-06T19:43:00Z
user_52,prod_38,2026-07-06T19:49:00Z
user_111,prod_7,2026-07-06T19:51:00Z
user_73,prod_20,2026-07-06T19:52:00Z
user_73,prod_6,2026-07-06T19:53:00Z
user_45,prod_27,2026-07-06T19:55:00Z
user_109,prod_48,2026-07-06T20:01:00Z
user_100,prod_27,2026-07-06T20:02:00Z
user_62,prod_28,2026-07-06T20:06:00Z
user_69,prod_18,2026-07-06T20:11:00Z
user_125,prod_20,2026-07-06T20:15:00Z
user_130,prod_10,2026-07-06T20:20:00Z
user_130,prod_37,2026-07-06T20:21:00Z
user_111,prod_2,2026-07-06T20:22:00Z
user_113,prod_41,2026-07-06T20:22:00Z
user_41,prod_28,2026-07-06T20:33:00Z
user_69,prod_37,2026-07-06T20:34:00Z
user_135,prod_13,2026-07-06T20:38:00Z
user_110,prod_47,2026-07-06T20:39:00Z
user_55,prod_21,2026-07-06T20:39:00Z
user_89,prod_33,2026-07-06T20:39:00Z
user_89,prod_48,2026-07-06T20:40:00Z
user_85,prod_32,2026-07-06T20:43:00Z
user_101,prod_47,2026-07-06T20:46:00Z
user_102,prod_2,2026-07-06T20:47:00Z
user_124,prod_23,2026-07-06T20:59:00Z
user_113,prod_6,2026-07-06T20:59:00Z
user_43,prod_32,2026-07-06T21:00:00Z
user_51,prod_26,2026-07-06T21:02:00Z
user_51,prod_49,2026-07-06T21:05:00Z
user_98,prod_41,2026-07-06T21:09:00Z
user_139,prod_36,2026-07-06T21:13:00Z
user_47,prod_18,2026-07-06T21:18:00Z
user_66,prod_9,2026-07-06T21:20:00Z
user_40,prod_12,2026-07-06T21:26:00Z
user_107,prod_4,2026-07-06T21:32:00Z
user_91,prod_29,2026-07-06T21:33:00Z
user_120,prod_31,2026-07-06T21:33:00Z
user_40,prod_33,2026-07-06T21:36:00Z
user_39,prod_10,2026-07-06T21:36:00Z
user_113,prod_5,2026-07-06T21:41:00Z
user_105,prod_25,2026-07-06T21:47:00Z
user_61,prod_27,2026-07-06T21:48:00Z
user_119,prod_8,2026-07-06T21:48:00Z
user_53,prod_40,2026-07-06T21:48:00Z
user_86,prod_18,2026-07-06T21:49:00Z
user_47,prod_36,2026-07-06T21:50:00Z
user_82,prod_46,2026-07-06T21:51:00Z
user_42,prod_33,2026-07-06T21:52:00Z
user_47,prod_21,2026-07-06T21:55:00Z
user_100,prod_22,2026-07-06T21:56:00Z
user_118,prod_37,2026-07-06T21:56:00Z
user_109,prod_44,2026-07-06T21:56:00Z
user_72,prod_19,2026-07-06T22:02:00Z
user_63,prod_3,2026-07-06T22:04:00Z
user_43,prod_46,2026-07-06T22:11:00Z
user_45,prod_42,2026-07-06T22:13:00Z
user_88,prod_37,2026-07-06T22:14:00Z
user_38,prod_6,2026-07-06T22:15:00Z
user_94,prod_39,2026-07-06T22:19:00Z
user_144,prod_27,2026-07-06T22:21:00Z
user_141,prod_4,2026-07-06T22:22:00Z
user_91,prod_17,2026-07-06T22:22:00Z
user_108,prod_10,2026-07-06T22:22:00Z
user_75,prod_29,2026-07-06T22:23:00Z
user_63,prod_47,2026-07-06T22:24:00Z
user_61,prod_47,2026-07-06T22:25:00Z
user_50,prod_11,2026-07-06T22:29:00Z
user_109,prod_3,2026-07-06T22:29:00Z
user_41,prod_21,2026-07-06T22:33:00Z
user_65,prod_29,2026-07-06T22:35:00Z
user_95,prod_36,2026-07-06T22:48:00Z
user_102,prod_22,2026-07-06T22:52:00Z
user_89,prod_24,2026-07-06T22:57:00Z
user_78,prod_22,2026-07-06T22:59:00Z
user_78,prod_7,2026-07-06T23:02:00Z
user_100,prod_23,2026-07-06T23:04:00Z
user_83,prod_24,2026-07-06T23:05:00Z
user_139,prod_39,2026-07-06T23:08:00Z
user_45,prod_19,2026-07-06T23:08:00Z
user_83,prod_22,2026-07-06T23:10:00Z
user_77,prod_33,2026-07-06T23:11:00Z
user_66,prod_40,2026-07-06T23:13:00Z
user_129,prod_47,2026-07-06T23:14:00Z
user_92,prod_16,2026-07-06T23:22:00Z
user_116,prod_45,2026-07-06T23:23:00Z
user_70,prod_47,2026-07-06T23:29:00Z
user_50,prod_27,2026-07-06T23:34:00Z
user_54,prod_32,2026-07-06T23:37:00Z
user_51,prod_12,2026-07-06T23:38:00Z
user_149,prod_43,2026-07-06T23:40:00Z
user_65,prod_36,2026-07-06T23:45:00Z
user_116,prod_48,2026-07-06T23:46:00Z
user_70,prod_42,2026-07-06T23:50:00Z
user_122,prod_46,2026-07-06T23:54:00Z
user_35,prod_37,2026-07-06T23:54:00Z
user_136,prod_30,2026-07-06T23:55:00Z
user_86,prod_7,2026-07-06T23:57:00Z
user_78,prod_27,2026-07-06T23:57:00Z
